Recipe_Name,Recipe_Ingredients,Cuisine
Senegalese couscous with beef and vegetable sauce,"150g/5½oz millet couscous 150g/5½oz corn couscous 200g/7oz fonio (or quinoa) 1 tbsp butter 2 tbsp vegetable oil  750g/1lb 10oz beef (topside), cut into chunks 100ml/3½fl oz tomato purée  100ml/3½fl oz tomato passata   salt and freshly ground black pepper to taste 250g/9oz onions, chopped 100g/3½oz carrots, chopped 100g/3½oz turnips, chopped 100g/3½oz sweet potatoes, chopped ½ leek, chopped 1 celery stick, chopped 1 garlic clove, crushed",american
BBQ sauce,"1 small onion, chopped 3 cloves garlic, crushed olive oil 1 red chilli, finely chopped 1 tsp fennel seeds, crushed 55g/2oz dark brown sugar 50ml/1¾fl oz dark soy sauce 300ml/10fl oz tomato ketchup salt and pepper",american
Waffles,"450ml/16fl oz full-fat milk  3 large free-range eggs, separated  125ml/4fl oz vegetable oil  1 tsp vanilla extract  225g/8oz plain flour  2 tsp baking powder  3 tbsp caster sugar  ¼ fine sea salt  maple syrup, blueberries, or other berries, to serve ",american
Vanilla cupcake,"100g/3½oz unsalted butter 250g/9oz caster or brown sugar 50ml/2fl oz sunflower oil 25g/1oz arrowroot or cornflour 2 tsp vanilla extract 4 medium free-range eggs 80ml/2½fl oz milk 100ml/3½fl oz double cream 300g/10½oz plain flour 3 tsp baking powder 300g/10½oz icing sugar 25g/1oz liquid glucose 50g/1¾oz condensed milk 2 tsp vanilla extract or other flavouring 200g/7oz unsalted butter, softened 100g/3½oz baking margarine, softened 200g/7oz icing sugar 100ml/3¾fl oz double cream few drops food colouring or flavouring sugar sprinkles, to decorate",american
Pecan pie,"110g/4oz unsalted butter 110g/4oz golden syrup 1 tsp vanilla extract 225g/8oz light soft brown sugar 3 free-range eggs, beaten 1 x 245g/8½oz blind-baked shortcrust pastry case 285g/10oz pecan nuts, halved",american
Cherry pie,"150g/5oz good-quality black cherry jam 100ml/3½fl oz water 1 tbsp ground arrowroot, mixed to a paste with 2 tbsp water 750g/1½lb fresh red cherries, stalks and stones removed 250g/9oz plain flour, plus extra for dusting 175g/6oz fridge-cold unsalted butter, cut into cubes 1 tbsp caster sugar, plus 2 tsp for topping 1 large free-range egg, beaten 1 tbsp cold water",american
Cornbread,"375g/13oz plain flour 225g/8oz cornmeal 1 tsp salt 4 tsp baking powder 110g/4oz sugar 480ml/17fl oz milk 2 free-range eggs  110g/4oz butter, melted, plus extra for greasing  small tin sweetcorn kernels, drained (or use fresh sweetcorn)",american
Doughnuts,"1 tbsp yeast 4 tbsp caster sugar 150ml/5¼fl oz milk, warmed 225g/8oz plain flour, plus extra for dusting ¼ tsp salt 50g/2oz butter, melted 1 free-range egg, beaten 300ml/10½fl oz vegetable oil, for deep-frying jam of your choice",american
Carrot cake traybake,"150ml/¼ pint sunflower oil 100g/4oz soft light brown sugar 2 eggs, lightly beaten 75g/3oz golden syrup 175g/6oz wholemeal self-raising flour 1 level tsp ground cinnamon ½ tsp ground allspice ½ tsp ground ginger 1 tsp bicarbonate of soda 200g/7oz finely grated carrots 75g/3oz sultanas 25g/1oz desiccated coconut 2 tsp fine-cut orange marmalade 150g/5oz cream cheese 50ml/2fl oz coconut cream 40g/1½oz icing sugar freshly grated or ground nutmeg or ground cinnamon, to finish",american
Key lime pie,"175g/6oz digestive biscuits 80g/3oz butter 50g/2oz caster sugar 3 large free-range eggs, separated 2 limes, finely grated zest 125ml/4½fl oz lime juice 210ml/7½fl oz condensed milk  80g/3oz caster sugar ½ tsp vanilla extract pinch salt ½ tsp cream of tartar handful fresh blueberries whipped cream",american
Pumpkin pie,"sweet short crust pastry case (or a packet of ready made sweet short crust pastry with 40g/1½oz crushed pecans mixed in) 450g/1lb prepared weight pumpkin flesh, cut into 1in/2.5 cm chunks 2 large eggs plus 1 yolk (use the white for another dish) 75g/3oz soft dark brown sugar 1 tsp ground cinnamon ½ level teaspoon freshly grated nutmeg ½ tsp ground allspice ½ tsp ground cloves ½ tsp ground ginger 275ml/10fl oz double cream",american
Banana bread,"285g/10oz plain flour  1 tsp bicarbonate of soda ½ tsp salt 110g/4oz butter, plus extra for greasing 225g/8oz caster sugar 2 free-range eggs 4 ripe bananas, mashed  85ml/3fl oz buttermilk (or normal milk mixed with 1½ tsp lemon juice or vinegar) 1 tsp vanilla extract",american
Caesar salad,"1 large free-range egg 1 large garlic clove, peeled and crushed 1 tbsp lime juice 2 tsp Worcestershire sauce 4-5 anchovy fillets, chopped 3 tbsp olive oil, plus a little extra for frying freshly ground black pepper 2 thick slices of white bread, crusts removed, cubed 1 cos lettuce, washed, dried, and torn into pieces 25g/1oz parmesan cheese, coarsely grated",american
Cheat's eggs Benedict,"6 tbsp hollandaise sauce  6 large, very fresh eggs  12 slices pancetta, grilled until crisp  3 English muffins, split in half horizontally  a little butter ",american
Key lime pie with ginger pastry,"400g/14oz plain flour  80g/3oz icing sugar 4 tsp ground ginger pinch salt 250g/9oz cold unsalted butter, cut into cubes 3 free-range eggs, yolks only  50ml/2fl oz ice cold water 1 tbsp olive oil (if needed) 2 x 400g tins condensed milk 240ml/8½fl oz freshly squeezed lime juice (about 7 limes) 4 tsp grated lime zest (about 7 limes), plus extra for garnish 4 eggs, separated 225g/8oz sugar 3 lumps of stem ginger, chopped 1 lime, very thinly sliced 1 tsp grated plain chocolate 6 sprigs mint icing sugar",american
Mac & cheese,"100g/3½oz butter, plus extra for greasing 100g/3½oz plain flour 1 tsp Dijon mustard 1.2 litres/2 pints full-fat milk 75ml/2½fl oz double cream 1 bay leaf 400g/14oz mature cheddar, grated pinch freshly grated nutmeg 500g/1lb 2oz dried macaroni 100g/3½oz smoked bacon lardons or smoked pancetta cubes 60g/2¼oz white breadcrumbs 50g/1¾oz Parmesan, grated salt and freshly ground black pepper",american
Popcorn bars,"200g/7oz dark chocolate (at least 70% cocoa solids), broken into pieces  50g/1¾oz puffed rice cereal  40g/1½oz salted popcorn  50g/1¾oz dried cranberries, halved  50g/1¾oz large marshmallows, quartered",american
Avocado salad,"¼ red onion, thinly sliced 400g tin cannellini beans, drained and rinsed 1 large avocado, peeled, stoned and thickly sliced 100g/3½oz cherry tomatoes, quartered  20g/¾oz fresh basil, roughly chopped ¼ lemon, juice only ½ tbsp extra virgin olive oil  salt and freshly ground black pepper",american
Banana muffins,"75g/3oz melted butter  250g/9oz self-raising flour  1 tsp baking powder  ½ tsp bicarbonate of soda  pinch of salt  ½ tsp ground cinnamon  ½ tsp ground nutmeg  115g/4oz caster sugar  1 tsp vanilla extract  2 large, ripe bananas  2 medium free-range eggs 125ml/4fl oz milk  10 walnut kernels (optional)  2 bananas, sliced  50g/2oz walnut kernels  2 tbsp crème fraïche or yoghurt  2 tbsp runny honey",american
Buffalo wings,"1kg/2lb 4oz chicken wings, tips removed and split into “drumettes” and “flats” vegetable oil, for deep frying a few celery sticks salt and freshly ground black pepper 50g/1¾oz butter 2 garlic cloves, crushed 125ml/4fl oz hot sauce  1 tbsp cider vinegar 1 tsp caster sugar 100g/3½oz creamy blue cheese  1 small onion, very finely chopped 100ml/3½fl oz buttermilk 150ml/5fl oz crème fraîche 1 tsp cider vinegar",american
Chopped salad,"400g tin chickpeas, drained and rinsed  1 iceberg lettuce, chopped ½ romaine lettuce, chopped 120g/4½oz Italian salami, cut into thin strips roughly 5cm/1¾in long 200g/7oz mozzarella, roughly chopped 3 tomatoes, roughly chopped ½ cucumber, roughly chopped small handful basil leaves, finely chopped flaked sea salt and freshly ground black pepper 4 tbsp olive oil 1 tbsp red wine vinegar ½ tsp mustard powder ½ tsp caster sugar",american
Damson cobbler,"900g/2lb damsons, washed and stalks removed 100g/4oz caster sugar 225g/8oz self-raising flour  2 tsp baking powder 75g/3oz chilled butter, diced 100g/4oz caster sugar, plus 1 tablespoon a pinch of salt 1 medium egg 100ml/4fl oz buttermilk 15g/1/2oz flaked almonds",american
Eggs Benedict,"6 eggs, at room temperature 2 tbsp white wine vinegar 6 English muffins, halved butter, for spreading 6 slices ham or smoked salmon 1–2 tbsp finely snipped fresh chives 225g/8oz butter, cubed 4 tbsp white wine vinegar 1 small shallot or ½ banana shallot, very finely chopped 10 black peppercorns 1 bay leaf 3 fegg yolks pinch sea salt pinch caster sugar",american
Healthy banana muffins,"125g/4½oz wholemeal flour 3 level tbsp light muscovado sugar 2 level tsp baking powder 1 medium free-range egg, beaten 50g/1¾oz low-fat plain yoghurt  50ml/2fl oz rapeseed oil, plus a little extra for greasing 2 ripe bananas (175g/6oz peeled weight), roughly mashed",american
Chocolate bark,"300g/10½oz white, milk or dark chocolate, roughly chopped candy canes, smashed edible glitter freeze dried raspberries or strawberries edible rose petals pistachios, roughly chopped flaked almonds sea salt  mini marshmallows salted pretzels, chopped",american
Bunny chow,"2 tbsp vegetable oil ½ tsp cumin seeds ½ tsp fennel seeds 2.5cm/1in piece of cinnamon stick 2 green cardamom pods 1 star anise 1 bay leaf 1 onion, finely chopped 2 tbsp South African curry powder  2 tomatoes, chopped 1kg/2lb 2oz boneless leg of lamb, cut into 1.5cm/½in dices 1 tbsp finely chopped fresh ginger 1 tbsp finely chopped garlic  10-12 curry leaves 2 large potatoes, cut in cubes the same size as the meat salt 2 tbsp finely chopped coriander leaves 2 tbsp lime juice 2 loaves of crusty white bread, unsliced, each cut across in half in the middle and most of the crumbs removed  coriander cress or sprigs, to garnish",british
Jollof rice with fried plantains,"1 tbsp olive or vegetable oil 2 large onions, sliced 2 x 400g/14oz cans plum tomatoes 1 red pepper, diced 4 tbsp tomato purée ¼ tsp cayenne pepper or chilli powder 1 tsp curry powder 1 bay leaf sprig fresh thyme 1 stock cube 225g/8oz long-grain or basmati rice salt and freshly ground black pepper 2 plantains, cut into slices and deep fried green leaf salad",british
Jollof rice,"400ml/14fl oz passata 3 tbsp tomato purée 2 fresh red Scotch bonnet chillies, seeds removed 2 onions, chopped 2 red peppers, seeds removed and roughly chopped 8 garlic cloves, peeled 3 tbsp fresh rosemary leaves 1 tbsp fresh thyme leaves 2 tsp ground coriander 1½ tsp sweet smoked paprika 50ml/2fl oz olive oil 150g/5½oz cherry tomatoes, halved 800ml/1½ pints chicken stock or vegetable stock 2 bay leaves 500g/1lb 2oz long-grain rice, rinsed  2 tbsp sunflower oil 2 ripe plantains, peeled and thickly sliced small handful of coriander leaves, roughly chopped sea salt and freshly ground black pepper green salad, to serve",british
Suya fillet burger with sweet potato cubes and watermelon salad,"4g smoked paprika  2g cayenne pepper 6g ginger powder 4g garlic powder 1g ground black pepper 11g onion salt  7g ground turmeric  6g extra hot chilli powder 1g ground uda pods (also known as selim pepper) 1 large egg yolk 4 tsp suya spice (see above) 2 tsp fresh lemon juice 125ml/4fl oz rapeseed oil 1-2 tsp just-boiled water 75g/2½oz peeled and deseeded watermelon, cut into 1cm/½in cubes  75g/2½oz cucumber, cut into 1cm/½in cubes 75g/2½oz feta cheese, cut into 1cm/½in cubes 1 tbsp finely chopped fresh curly leaf parsley large pinch nigella seeds, toasted 200g/7oz purple sweet potato (see tip) 200g/7oz sweet potato vegetable oil, for deep frying 1 medium red onion, cut into rings  2 tbsp olive oil, for frying  1 tsp golden caster sugar 2 x 125g/4½oz beef fillet steaks ½ tsp coarsely ground black pepper  2 white ciabatta rolls, cut in half 2 tbsp ‘suyannaise’ (see above) 1 beef tomato, sliced into rounds 1 Little Gem lettuce, shredded 2 tsp suya spice, plus extra to taste 50g/1¾oz smoke-flavoured vintage cheddar cheese, grated",british
Jollof rice with chicken ,"300g/10½oz basmati rice 1 tbsp vegetable oil 8 boneless, skinless chicken thighs, cut in half 1 onion, roughly chopped 3 garlic cloves, grated 5cm/2 in piece fresh root ginger, peeled and finely grated 1 red chilli, deseeded and finely chopped 1 tsp smoked paprika 2 tbsp tomato purèe 700ml/1¼ pint tomato passata 300ml/10fl oz chicken stock, from a cube 2 red peppers, deseeded and roughly chopped 2 tbsp roughly chopped fresh coriander freshly ground black pepper",british
Red-red stew with spiced plantain,"2 tbsp ground ginger 1 tbsp ground cinnamon 1 tbsp ground nutmeg 1 tbsp cayenne pepper ½ tbsp ground cloves 200g/7oz dried black-eyed beans or 1 x 400g tin black-eyed beans, drained and rinsed 75ml/2½fl oz vegetable oil 2 red onions, finely chopped 2.5cm/1in piece fresh root ginger, finely grated ½ tbsp dried chilli flakes ½ red scotch bonnet chilli, deseeded and diced ½ tsp curry powder ½ tbsp chilli powder 1 x 400g tin chopped tomatoes 4 plum tomatoes, roughly chopped 1 tbsp tomato purée  1 tsp sea salt ½tsp ground black pepper garri, for sprinkling  1 heaped tbsp kelewele dry spice mix, from above 1 small red onion, grated 5cm/2in fresh root ginger, grated pinch sea salt vegetable oil, for deep-frying  4-6 ripe plantains, peeled and cut into chips handful roasted peanuts, crushed handful micro coriander cress 1 red chilli, thinly sliced handful nasturtium flowers and leaves",british
Bobotie,"50ml/2fl oz olive oil 1 onion, chopped 2 garlic cloves, crushed 500g/1lb 2oz lamb mince 1 tbsp hot curry powder 1 lemon, juice and zest only  2 tbsp mango chutney 75g/2½oz sultanas 75g/2½oz toasted almonds 1 slice white bread, soaked in milk for 1 minute then squeezed dry salt and freshly ground black pepper 4 bay leaves 3 free-range eggs 150ml/5fl oz milk rice, cooked according to packet instructions chutneys of your choice  yoghurt",british
South-African bobotie,"butter, for greasing 400ml/14fl oz full-fat milk 50g/1¾oz fresh white breadcrumbs 4 large free-range eggs, beaten 1 tbsp olive oil 1kg/2lb 4oz lamb mince 2 onions, finely chopped 1 bay leaf 2 garlic cloves, crushed 2 tbsp madras curry paste 250ml/9fl oz lamb stock 2 tbsp Worcestershire sauce 2 tbsp mango chutney 50g/1¾oz raisins 50g/1¾oz dried apricots, chopped 1 tbsp cider vinegar",british
Bunny chow,"1 tbsp olive oil 1 onion, thinly sliced 2 garlic cloves, finely chopped 1 green chilli, finely chopped 1 thumb-sized piece fresh ginger root, peeled and finely chopped 15 fresh curry leaves 2 tsp ground cumin 1 tsp fennel seeds 2 tsp ground coriander 1 tsp ground turmeric 2 tsp black mustard seeds 1 tbsp tomato purée 3 plum tomatoes, finely chopped 100g/3½oz tamarind paste 20 raw king prawns, peeled and deveined  salt and freshly ground black pepper  2 small unsliced whole white bread loaves, cut in half and hollowed out 2 tbsp toasted coconut flakes 2 tbsp fried curry leaves 2 tbsp fresh coriander cress 2 tbsp fresh basil cress",british
Zoe’s jollof ,"8 bone-in chicken thighs or drumsticks 1 large onion, roughly chopped 1 Scotch bonnet chilli, de-seeded, finely chopped 1 tbsp fresh or dried thyme leaves 2 tbsp crayfish powder (available from online specialists) 6 Guinea peppers (also known as grains of paradise), crushed 6 large tomatoes, roughly chopped 200g/7oz tomato purée 1 tsp salt 4 tbsp peanut oil or sunflower oil  1 large onion, finely chopped 2 garlic cloves, crushed 1 tsp ground hot chilli powder 300g/10½oz long-grain white rice, washed and drained handful chopped fresh parsley and coriander, to garnish ",british
Zanzibar chicken,"2 tbsp groundnut oil 1 large chicken, jointed into 8 pieces, skin on 2 onions, finely chopped 3 garlic cloves, crushed  2 green chillies, chopped 3 green or red tomatoes, finely chopped ½ tsp ground turmeric ½ tsp cumin seeds ½ tsp coriander seeds 4 green cardamom pods 2 limes, juice only 275ml/½ pint chicken stock 2 x 400ml/14fl oz cans coconut milk 1 bunch basil cooked basmati rice, to serve",british
Vegan chilli with peanut butter cabbage,"3 tbsp olive oil 1 small onion, chopped 2 carrots, diced ½ red pepper, seeds removed and chopped ½ yellow pepper, seeds removed and chopped ½ green pepper, seeds removed and chopped 100g/3½oz green beans, chopped 2 tomatoes, chopped 3–4 chillies, seeds removed and flesh chopped salt and freshly ground black pepper 375g/13oz white cornmeal (mealie meal) ½ small cabbage (or any seasonally vegetable), shredded 1 small onion, chopped 1 tomato, chopped 4 tbsp peanut butter",british
